,date,winner,loser,wrank,lrank,b365w,b365l,surface,winner_is_p1,odd_p1,odd_p2
20530,2010-02-23,Mayer F.,Lindahl N.,53,243,1.28,3.5,Hard,1,1.28,3.5
20531,2010-02-23,Nieminen J.,Lorenzi P.,109,94,1.16,4.5,Hard,1,1.16,4.5
20532,2010-02-23,Chardy J.,Malisse X.,41,88,2.25,1.57,Hard,0,1.57,2.25
20533,2010-02-23,Mayer L.,Anderson K.,69,133,1.5,2.5,Hard,1,1.5,2.5
20534,2010-02-23,Zverev M.,Russell M.,86,68,2.62,1.44,Hard,0,1.44,2.62
20535,2010-02-23,Gulbis E.,Harrison R.,72,296,1.2,4.33,Hard,1,1.2,4.33
20536,2010-02-23,Becker B.,Nishikori K.,40,898,1.28,3.5,Hard,1,1.28,3.5
20537,2010-02-23,Karlovic I.,Petzschner P.,33,55,1.44,2.62,Hard,1,1.44,2.62
20538,2010-02-23,Haase R.,Kendrick R.,364,137,2.37,1.53,Hard,0,1.53,2.37
20539,2010-02-23,Brands D.,Grosjean S.,100,559,2.25,1.57,Hard,0,1.57,2.25
20541,2010-02-23,Giraldo S.,Spadea V.,98,361,1.22,4.0,Hard,1,1.22,4.0
20542,2010-02-24,Blake J.,Dent T.,50,78,1.33,3.25,Hard,1,1.33,3.25
20543,2010-02-24,Mayer L.,Mayer F.,69,53,2.1,1.66,Hard,0,1.66,2.1
20544,2010-02-25,Nieminen J.,Korolev E.,109,46,1.9,1.8,Hard,0,1.8,1.9
20545,2010-02-25,Gulbis E.,Gabashvili T.,72,104,1.36,3.0,Hard,1,1.36,3.0
20547,2010-02-25,Chardy J.,Giraldo S.,41,98,1.5,2.5,Hard,1,1.5,2.5
20548,2010-02-25,Fish M.,Zverev M.,73,86,1.57,2.25,Hard,1,1.57,2.25
20549,2010-02-25,Blake J.,Haase R.,50,364,1.2,4.33,Hard,1,1.2,4.33
20550,2010-02-26,Karlovic I.,Brands D.,33,100,1.16,4.5,Hard,1,1.16,4.5
20551,2010-02-26,Nieminen J.,Becker B.,109,40,1.72,2.0,Hard,1,1.72,2.0
20552,2010-02-26,Gulbis E.,Mayer L.,72,69,1.66,2.1,Hard,1,1.66,2.1
20553,2010-02-26,Karlovic I.,Blake J.,33,50,2.1,1.66,Hard,0,1.66,2.1
20554,2010-02-27,Fish M.,Chardy J.,73,41,1.61,2.2,Hard,1,1.61,2.2
20555,2010-02-27,Gulbis E.,Nieminen J.,72,109,1.5,2.5,Hard,1,1.5,2.5
20556,2010-02-28,Karlovic I.,Fish M.,33,73,1.57,2.25,Hard,1,1.57,2.25
20557,2010-02-28,Gulbis E.,Karlovic I.,72,33,2.5,1.53,Hard,0,1.53,2.5
20558,2010-02-22,Melzer J.,Bolelli S.,31,117,1.25,3.75,Hard,1,1.25,3.75
20559,2010-02-22,Koubek S.,Lopez F.,135,34,4.0,1.22,Hard,0,1.22,4.0
20560,2010-02-22,Troicki V.,Schuettler R.,35,92,1.28,3.5,Hard,1,1.28,3.5
20561,2010-02-22,Baghdatis M.,Simon G.,37,18,1.36,3.0,Hard,1,1.36,3.0
20562,2010-02-22,Ljubicic I.,Hernych J.,26,140,1.2,4.33,Hard,1,1.2,4.33
20563,2010-02-22,Djokovic N.,Garcia-Lopez G.,2,47,1.03,11.0,Hard,1,1.03,11.0
20564,2010-02-22,Murray A.,Kunitsyn I.,4,111,1.01,13.0,Hard,1,1.01,13.0
20565,2010-02-23,Berrer M.,Stakhovsky S.,56,70,1.66,2.1,Hard,1,1.66,2.1
20566,2010-02-23,Cilic M.,Clement A.,9,67,1.07,7.5,Hard,1,1.07,7.5
20567,2010-02-23,Devvarman S.,Chiudinelli M.,143,52,2.5,1.5,Hard,0,1.5,2.5
20568,2010-02-23,Tipsarevic J.,Seppi A.,39,45,1.61,2.2,Hard,1,1.61,2.2
20569,2010-02-23,Davydenko N.,Serra F.,6,59,1.05,9.0,Hard,1,1.05,9.0
20571,2010-02-23,Robredo T.,Benneteau J.,23,36,1.66,2.1,Hard,1,1.66,2.1
20573,2010-02-23,Youzhny M.,Lacko L.,15,60,1.33,3.25,Hard,1,1.33,3.25
20575,2010-02-24,Melzer J.,Robredo T.,31,23,2.1,1.66,Hard,0,1.66,2.1
20576,2010-02-24,Cilic M.,Koubek S.,9,135,1.05,9.0,Hard,1,1.05,9.0
20577,2010-02-24,Djokovic N.,Troicki V.,2,35,1.08,7.0,Hard,1,1.08,7.0
20578,2010-02-24,Baghdatis M.,Devvarman S.,37,143,1.16,4.5,Hard,1,1.16,4.5
20579,2010-02-24,Youzhny M.,Phau B.,15,125,1.12,5.5,Hard,1,1.12,5.5
20580,2010-02-24,Tipsarevic J.,Murray A.,39,4,7.0,1.08,Hard,0,1.08,7.0
20581,2010-02-24,Ljubicic I.,Tsonga J.W.,26,11,3.0,1.36,Hard,0,1.36,3.0
20582,2010-02-25,Melzer J.,Cilic M.,31,9,4.33,1.2,Hard,0,1.2,4.33
20583,2010-02-25,Youzhny M.,Tipsarevic J.,15,39,1.66,2.1,Hard,1,1.66,2.1
20584,2010-02-25,Djokovic N.,Ljubicic I.,2,26,1.14,5.0,Hard,1,1.14,5.0
20585,2010-02-25,Baghdatis M.,Berrer M.,37,56,1.4,2.75,Hard,1,1.4,2.75
20586,2010-02-26,Youzhny M.,Melzer J.,15,31,1.53,2.37,Hard,1,1.53,2.37
20587,2010-02-26,Djokovic N.,Baghdatis M.,2,37,1.25,3.75,Hard,1,1.25,3.75
20588,2010-02-28,Djokovic N.,Youzhny M.,2,15,1.36,3.25,Hard,1,1.36,3.25
20589,2010-03-11,Fognini F.,Rochus O.,55,59,2.5,1.5,Hard,0,1.5,2.5
20590,2010-03-11,Serra F.,Falla A.,63,71,1.61,2.2,Hard,1,1.61,2.2
20591,2010-03-11,Garcia-Lopez G.,Lacko L.,49,60,2.2,1.61,Hard,0,1.61,2.2
20593,2010-03-11,Moya C.,Smyczek T.,639,295,1.72,2.0,Hard,1,1.72,2.0
20594,2010-03-11,Cuevas P.,Gil F.,47,104,1.66,2.1,Hard,1,1.66,2.1
20595,2010-03-11,Delgado R.,Beck A.,165,48,1.66,2.1,Hard,1,1.66,2.1
20596,2010-03-11,Ancic M.,Reynolds B.,694,414,2.0,1.72,Hard,0,1.72,2.0
20597,2010-03-11,Petzschner P.,Rochus C.,54,136,1.22,4.0,Hard,1,1.22,4.0
20598,2010-03-11,Anderson K.,Phau B.,127,112,1.53,2.37,Hard,1,1.53,2.37
20599,2010-03-11,Dabul B.,Mayer L.,175,66,3.0,1.36,Hard,0,1.36,3.0
20600,2010-03-12,Koellerer D.,Ram R.,96,79,1.57,2.25,Hard,1,1.57,2.25
20601,2010-03-12,Fish M.,Berrer M.,106,51,1.72,2.0,Hard,1,1.72,2.0
20602,2010-03-12,Schuettler R.,Alves T.,90,129,1.53,2.37,Hard,1,1.53,2.37
20603,2010-03-12,Harrison R.,Dent T.,284,77,3.25,1.33,Hard,0,1.33,3.25
20604,2010-03-12,Gulbis E.,Chiudinelli M.,45,56,1.3,3.4,Hard,1,1.3,3.4
20605,2010-03-12,Sela D.,Levine J.,72,113,1.83,1.83,Hard,1,1.83,1.83
20606,2010-03-12,Lu Y.H.,Hernandez O.,103,78,1.12,5.5,Hard,1,1.12,5.5
20607,2010-03-12,Matosevic M.,Llodra M.,240,65,2.75,1.4,Hard,0,1.4,2.75
20608,2010-03-12,Greul S.,Gasquet R.,58,69,4.5,1.16,Hard,0,1.16,4.5
20609,2010-03-12,Almagro N.,Zverev M.,40,82,1.36,3.0,Hard,1,1.36,3.0
20610,2010-03-12,Blake J.,Gimeno-Traver D.,52,98,1.11,6.0,Hard,1,1.11,6.0
20611,2010-03-12,De Bakker T.,Daniel M.,73,86,1.33,3.25,Hard,1,1.33,3.25
20612,2010-03-12,Nalbandian D.,Koubek S.,139,132,1.33,3.25,Hard,1,1.33,3.25
20613,2010-03-12,Mello R.,Zeballos H.,109,50,1.53,2.37,Hard,1,1.53,2.37
20614,2010-03-13,Stakhovsky S.,Odesnik W.,70,100,1.72,2.0,Hard,1,1.72,2.0
20615,2010-03-13,Mathieu P.H.,Becker B.,41,39,2.0,1.72,Hard,0,1.72,2.0
20616,2010-03-13,Korolev E.,Mayer F.,57,53,2.0,1.72,Hard,0,1.72,2.0
20617,2010-03-13,Seppi A.,Ginepri R.,46,108,1.53,2.37,Hard,1,1.53,2.37
20618,2010-03-13,Clement A.,Luczak P.,76,74,1.61,2.2,Hard,1,1.61,2.2
20619,2010-03-13,Hanescu V.,Chela J.I.,43,83,1.5,2.5,Hard,1,1.5,2.5
20620,2010-03-13,Russell M.,Lorenzi P.,68,92,1.16,4.5,Hard,1,1.16,4.5
20621,2010-03-13,Dabul B.,Simon G.,175,21,2.75,1.4,Hard,0,1.4,2.75
20622,2010-03-13,Verdasco F.,Delgado R.,12,165,1.11,6.0,Hard,1,1.11,6.0
20624,2010-03-13,Davydenko N.,Gulbis E.,6,45,1.33,3.25,Hard,1,1.33,3.25
20625,2010-03-13,Ancic M.,Benneteau J.,694,37,2.5,1.5,Hard,0,1.5,2.5
20626,2010-03-13,Ljubicic I.,Harrison R.,26,284,1.28,3.5,Hard,1,1.28,3.5
20627,2010-03-13,Berdych T.,Serra F.,25,63,1.33,3.25,Hard,1,1.33,3.25
20628,2010-03-14,Garcia-Lopez G.,Cilic M.,49,9,7.5,1.07,Hard,0,1.07,7.5
20629,2010-03-14,Nadal R.,Schuettler R.,3,90,1.03,11.0,Hard,1,1.03,11.0
20630,2010-03-14,Ferrero J.C.,Koellerer D.,14,96,1.14,5.0,Hard,1,1.14,5.0
20631,2010-03-14,Monaco J.,Fognini F.,27,55,1.28,3.5,Hard,1,1.28,3.5
20632,2010-03-14,Isner J.,Anderson K.,20,127,1.36,3.0,Hard,1,1.36,3.0
20634,2010-03-14,Kohlschreiber P.,Petzschner P.,31,54,1.5,2.5,Hard,1,1.5,2.5
20635,2010-03-14,Querrey S.,Chardy J.,22,44,1.25,3.75,Hard,1,1.25,3.75
20636,2010-03-14,Djokovic N.,Fish M.,2,106,1.12,5.5,Hard,1,1.12,5.5
20637,2010-03-14,Tsonga J.W.,Matosevic M.,11,240,1.07,7.5,Hard,1,1.07,7.5
20638,2010-03-14,Baghdatis M.,Clement A.,33,76,1.25,3.75,Hard,1,1.25,3.75
20640,2010-03-14,Almagro N.,Karlovic I.,40,29,2.25,1.57,Hard,0,1.57,2.25
20641,2010-03-14,Murray A.,Seppi A.,4,46,1.05,9.0,Hard,1,1.05,9.0
20642,2010-03-14,Greul S.,Monfils G.,58,15,3.25,1.33,Hard,0,1.33,3.25
20643,2010-03-14,Lopez F.,Mathieu P.H.,34,41,2.0,1.72,Hard,0,1.72,2.0
20644,2010-03-14,Soderling R.,Korolev E.,7,57,1.33,3.25,Hard,1,1.33,3.25
20645,2010-03-14,Robredo T.,Stakhovsky S.,23,70,1.53,2.37,Hard,1,1.53,2.37
20646,2010-03-14,Melzer J.,Nalbandian D.,28,139,2.1,1.66,Hard,0,1.66,2.1
20647,2010-03-15,Sela D.,Stepanek R.,72,17,3.75,1.25,Hard,0,1.25,3.75
20648,2010-03-15,Russell M.,Andreev I.,68,38,2.0,1.72,Hard,0,1.72,2.0
20649,2010-03-15,Federer R.,Hanescu V.,1,43,1.01,13.0,Hard,1,1.01,13.0
20650,2010-03-15,Blake J.,Ferrer D.,52,16,1.9,1.8,Hard,0,1.8,1.9
20651,2010-03-15,Montanes A.,Mello R.,30,109,2.1,1.66,Hard,0,1.66,2.1
20652,2010-03-15,Roddick A.,Lu Y.H.,8,103,1.07,7.5,Hard,1,1.07,7.5
20654,2010-03-15,Monaco J.,Ferrero J.C.,27,14,2.75,1.4,Hard,0,1.4,2.75
20655,2010-03-15,Djokovic N.,Kohlschreiber P.,2,31,1.2,4.33,Hard,1,1.2,4.33
20656,2010-03-15,Nadal R.,Ancic M.,3,694,1.07,7.5,Hard,1,1.07,7.5
20657,2010-03-15,Garcia-Lopez G.,Bellucci T.,49,32,2.25,1.57,Hard,0,1.57,2.25
20658,2010-03-16,Ljubicic I.,Dabul B.,26,175,1.3,3.4,Hard,1,1.3,3.4
20659,2010-03-16,Berdych T.,Verdasco F.,25,12,2.5,1.5,Hard,0,1.5,2.5
20660,2010-03-16,Isner J.,Querrey S.,20,22,2.1,1.66,Hard,0,1.66,2.1
20661,2010-03-16,Murray A.,Russell M.,4,68,1.01,13.0,Hard,1,1.01,13.0
20662,2010-03-16,Soderling R.,Lopez F.,7,34,1.3,3.4,Hard,1,1.3,3.4
20664,2010-03-16,Tsonga J.W.,Montanes A.,11,30,1.08,7.0,Hard,1,1.08,7.0
20665,2010-03-16,Robredo T.,Sela D.,23,72,1.66,2.1,Hard,1,1.66,2.1
20666,2010-03-16,Roddick A.,De Bakker T.,8,73,1.04,10.0,Hard,1,1.04,10.0
20667,2010-03-17,Almagro N.,Blake J.,40,52,2.75,1.4,Hard,0,1.4,2.75
20668,2010-03-17,Baghdatis M.,Federer R.,33,1,7.0,1.08,Hard,0,1.08,7.0
20669,2010-03-17,Monaco J.,Garcia-Lopez G.,27,49,1.44,2.62,Hard,1,1.44,2.62
20670,2010-03-17,Ljubicic I.,Djokovic N.,26,2,3.5,1.28,Hard,0,1.28,3.5
20671,2010-03-17,Nadal R.,Isner J.,3,20,1.22,4.0,Hard,1,1.22,4.0
20672,2010-03-17,Berdych T.,Troicki V.,25,35,1.36,3.0,Hard,1,1.36,3.0
20673,2010-03-17,Soderling R.,Tsonga J.W.,7,11,1.61,2.2,Hard,1,1.61,2.2
20674,2010-03-18,Robredo T.,Baghdatis M.,23,33,2.75,1.4,Hard,0,1.4,2.75
20675,2010-03-18,Roddick A.,Melzer J.,8,28,1.2,4.33,Hard,1,1.2,4.33
20677,2010-03-18,Ljubicic I.,Monaco J.,26,27,1.53,2.37,Hard,1,1.53,2.37
20678,2010-03-19,Nadal R.,Berdych T.,3,25,1.28,3.5,Hard,1,1.28,3.5
20679,2010-03-19,Soderling R.,Murray A.,7,4,2.62,1.5,Hard,0,1.5,2.62
20680,2010-03-19,Roddick A.,Robredo T.,8,23,1.11,6.5,Hard,1,1.11,6.5
20681,2010-03-20,Ljubicic I.,Nadal R.,26,3,6.0,1.12,Hard,0,1.12,6.0
20682,2010-03-20,Roddick A.,Soderling R.,8,7,2.2,1.66,Hard,0,1.66,2.2
20683,2010-03-21,Ljubicic I.,Roddick A.,26,8,3.2,1.36,Hard,0,1.36,3.2
20684,2010-03-24,Koellerer D.,Rochus C.,97,136,1.53,2.37,Hard,1,1.53,2.37
20685,2010-03-24,Stakhovsky S.,Hajek J.,72,82,1.4,2.75,Hard,1,1.4,2.75
20686,2010-03-24,Garcia-Lopez G.,Clement A.,41,79,1.57,2.25,Hard,1,1.57,2.25
20688,2010-03-24,Andreev I.,Malisse X.,40,91,1.9,1.8,Hard,0,1.8,1.9
20689,2010-03-24,Llodra M.,Harrison R.,65,248,1.57,2.25,Hard,1,1.57,2.25
20690,2010-03-24,Mayer F.,Chiudinelli M.,49,57,1.44,2.62,Hard,1,1.44,2.62
20691,2010-03-24,Gimeno-Traver D.,Golubev A.,108,93,4.0,1.22,Hard,0,1.22,4.0
20692,2010-03-24,Rochus O.,Gasquet R.,59,74,3.25,1.33,Hard,0,1.33,3.25
20693,2010-03-24,Chardy J.,Ancic M.,48,441,1.9,1.8,Hard,0,1.8,1.9
20694,2010-03-24,Becker B.,Greul S.,39,55,1.66,2.1,Hard,1,1.66,2.1
20695,2010-03-24,Dent T.,Schuettler R.,83,87,1.66,2.1,Hard,1,1.66,2.1
20696,2010-03-24,Marchenko I.,Mathieu P.H.,85,44,2.37,1.53,Hard,0,1.53,2.37
20697,2010-03-24,Nalbandian D.,Kubot L.,161,43,1.4,2.75,Hard,1,1.4,2.75
20698,2010-03-24,Russell M.,Istomin D.,68,77,1.57,2.25,Hard,1,1.57,2.25
20699,2010-03-24,Blake J.,Krajinovic F.,52,331,1.06,8.0,Hard,1,1.06,8.0
20700,2010-03-25,Luczak P.,Hernandez O.,75,81,1.16,4.5,Hard,1,1.16,4.5
20701,2010-03-25,Falla A.,Hanescu V.,70,42,3.0,1.36,Hard,0,1.36,3.0
20702,2010-03-25,Berrer M.,Lacko L.,51,62,1.61,2.2,Hard,1,1.61,2.2
20703,2010-03-25,Zeballos H.,Seppi A.,58,47,2.5,1.5,Hard,0,1.5,2.5
20704,2010-03-25,Anderson K.,Mello R.,114,106,1.66,2.1,Hard,1,1.66,2.1
20705,2010-03-25,Sela D.,Korolev E.,71,56,2.37,1.53,Hard,0,1.53,2.37
20706,2010-03-25,Lu Y.H.,Fognini F.,99,54,1.36,3.0,Hard,1,1.36,3.0
20707,2010-03-25,Chela J.I.,Lorenzi P.,84,90,1.28,3.5,Hard,1,1.28,3.5
20708,2010-03-25,Robert S.,Beck A.,63,50,1.53,2.37,Hard,1,1.53,2.37
20709,2010-03-25,Lapentti N.,Starace P.,102,73,1.57,2.25,Hard,1,1.57,2.25
20710,2010-03-25,Serra F.,Massu N.,61,89,1.36,3.0,Hard,1,1.36,3.0
20711,2010-03-25,De Bakker T.,Ram R.,76,80,1.22,4.0,Hard,1,1.22,4.0
20712,2010-03-25,Petzschner P.,Sweeting R.,53,159,1.72,2.0,Hard,1,1.72,2.0
20713,2010-03-25,Ilhan M.,Cuevas P.,125,46,1.83,1.83,Hard,0,1.83,1.83
20714,2010-03-25,Giraldo S.,Daniel M.,88,110,1.33,3.25,Hard,1,1.33,3.25
20715,2010-03-26,Fish M.,Mayer L.,101,60,1.9,1.8,Hard,0,1.8,1.9
20716,2010-03-26,Karlovic I.,Gimeno-Traver D.,29,108,1.14,5.0,Hard,1,1.14,5.0
20717,2010-03-26,Almagro N.,Schwank E.,38,64,1.33,3.25,Hard,1,1.33,3.25
20718,2010-03-26,Ferrer D.,Llodra M.,17,65,1.28,3.5,Hard,1,1.28,3.5
20719,2010-03-26,Rochus O.,Djokovic N.,59,2,9.0,1.05,Hard,0,1.05,9.0
20722,2010-03-26,Chardy J.,Querrey S.,48,25,3.75,1.25,Hard,0,1.25,3.75
20723,2010-03-26,Bellucci T.,Blake J.,32,52,2.62,1.44,Hard,0,1.44,2.62
20724,2010-03-26,Robredo T.,Marchenko I.,22,85,1.4,2.75,Hard,1,1.4,2.75
20725,2010-03-26,Nadal R.,Dent T.,4,83,1.04,10.0,Hard,1,1.04,10.0
20726,2010-03-27,Nalbandian D.,Troicki V.,161,35,1.5,2.5,Hard,1,1.5,2.5
20727,2010-03-27,Stakhovsky S.,Benneteau J.,72,37,2.25,1.57,Hard,0,1.57,2.25
20728,2010-03-27,Isner J.,Russell M.,21,68,1.25,3.75,Hard,1,1.25,3.75
20730,2010-03-27,Tsonga J.W.,Garcia-Lopez G.,10,41,1.16,4.5,Hard,1,1.16,4.5
20731,2010-03-27,Roddick A.,Andreev I.,8,40,1.12,5.5,Hard,1,1.12,5.5
20732,2010-03-27,Petzschner P.,Tipsarevic J.,53,36,2.2,1.61,Hard,0,1.61,2.2
20733,2010-03-27,Verdasco F.,Sela D.,12,71,1.14,5.0,Hard,1,1.14,5.0
20734,2010-03-27,Youzhny M.,Giraldo S.,15,88,1.28,3.5,Hard,1,1.28,3.5
20735,2010-03-27,Serra F.,Montanes A.,61,31,1.53,2.37,Hard,1,1.53,2.37
20736,2010-03-27,Wawrinka S.,Anderson K.,23,114,1.4,2.75,Hard,1,1.4,2.75
20737,2010-03-27,Baghdatis M.,Chela J.I.,30,84,1.12,5.5,Hard,1,1.12,5.5
20738,2010-03-27,Lopez F.,Berrer M.,34,51,1.66,2.1,Hard,1,1.66,2.1
20739,2010-03-27,Soderling R.,Luczak P.,7,75,1.07,7.5,Hard,1,1.07,7.5
20740,2010-03-27,Melzer J.,Falla A.,28,70,1.28,3.5,Hard,1,1.28,3.5
20741,2010-03-27,Fish M.,Murray A.,101,3,7.0,1.08,Hard,0,1.08,7.0
20742,2010-03-27,Monaco J.,Ilhan M.,26,125,1.33,3.25,Hard,1,1.33,3.25
20743,2010-03-27,Gonzalez F.,Lu Y.H.,11,99,1.3,3.4,Hard,1,1.3,3.4
20744,2010-03-27,Cilic M.,Robert S.,9,63,1.12,5.5,Hard,1,1.12,5.5
20745,2010-03-27,Zeballos H.,Simon G.,58,24,2.75,1.4,Hard,0,1.4,2.75
20746,2010-03-27,Berdych T.,De Bakker T.,20,76,1.16,4.5,Hard,1,1.16,4.5
20747,2010-03-28,Federer R.,Lapentti N.,1,102,1.01,15.0,Hard,1,1.01,15.0
20748,2010-03-28,Almagro N.,Chardy J.,38,48,1.61,2.2,Hard,1,1.61,2.2
20749,2010-03-28,Nadal R.,Nalbandian D.,4,161,1.22,4.0,Hard,1,1.22,4.0
20750,2010-03-28,Bellucci T.,Rochus O.,32,59,1.53,2.37,Hard,1,1.53,2.37
20751,2010-03-28,Ferrer D.,Karlovic I.,17,29,1.53,2.37,Hard,1,1.53,2.37
20752,2010-03-28,Becker B.,Robredo T.,39,22,3.0,1.36,Hard,0,1.36,3.0
20753,2010-03-28,Ferrero J.C.,Isner J.,14,21,2.0,1.72,Hard,0,1.72,2.0
20754,2010-03-28,Roddick A.,Stakhovsky S.,8,72,1.07,8.0,Hard,1,1.07,8.0
20755,2010-03-29,Tsonga J.W.,Kohlschreiber P.,10,33,1.4,2.75,Hard,1,1.4,2.75
20756,2010-03-29,Fish M.,Lopez F.,101,34,1.57,2.25,Hard,1,1.57,2.25
20757,2010-03-29,Federer R.,Serra F.,1,61,1.01,13.0,Hard,1,1.01,13.0
20758,2010-03-29,Youzhny M.,Wawrinka S.,15,23,1.57,2.25,Hard,1,1.57,2.25
20759,2010-03-29,Berdych T.,Zeballos H.,20,58,1.14,5.0,Hard,1,1.14,5.0
20760,2010-03-29,Cilic M.,Baghdatis M.,9,30,1.57,2.25,Hard,1,1.57,2.25
20761,2010-03-29,Soderling R.,Petzschner P.,7,53,1.12,5.5,Hard,1,1.12,5.5
20762,2010-03-29,Verdasco F.,Melzer J.,12,28,1.33,3.25,Hard,1,1.33,3.25
20763,2010-03-29,Gonzalez F.,Monaco J.,11,26,1.38,2.87,Hard,1,1.38,2.87
20764,2010-03-30,Tsonga J.W.,Ferrero J.C.,10,14,1.36,3.0,Hard,1,1.36,3.0
20765,2010-03-30,Almagro N.,Bellucci T.,38,32,1.61,2.2,Hard,1,1.61,2.2
20767,2010-03-30,Roddick A.,Becker B.,8,39,1.05,9.0,Hard,1,1.05,9.0
20768,2010-03-30,Soderling R.,Gonzalez F.,7,11,1.4,2.75,Hard,1,1.4,2.75
20769,2010-03-30,Nadal R.,Ferrer D.,4,17,1.22,4.0,Hard,1,1.22,4.0
20770,2010-03-30,Verdasco F.,Cilic M.,12,9,2.37,1.53,Hard,0,1.53,2.37
20771,2010-03-31,Berdych T.,Federer R.,20,1,5.0,1.14,Hard,0,1.14,5.0
20772,2010-03-31,Roddick A.,Almagro N.,8,38,1.16,5.0,Hard,1,1.16,5.0
20773,2010-04-01,Nadal R.,Tsonga J.W.,4,10,1.4,2.87,Hard,1,1.4,2.87
20774,2010-04-01,Berdych T.,Verdasco F.,20,12,1.9,1.9,Hard,0,1.9,1.9
20775,2010-04-01,Soderling R.,Youzhny M.,7,15,1.33,3.4,Hard,1,1.33,3.4
20776,2010-04-02,Roddick A.,Nadal R.,8,4,3.0,1.4,Hard,0,1.4,3.0
20777,2010-04-02,Berdych T.,Soderling R.,20,7,3.4,1.33,Hard,0,1.33,3.4
20778,2010-04-04,Roddick A.,Berdych T.,8,20,1.5,2.62,Hard,1,1.5,2.62
20779,2010-04-05,Starace P.,Luczak P.,73,75,1.72,2.0,Clay,1,1.72,2.0
20780,2010-04-05,Hernandez O.,Mathieu P.H.,84,48,4.33,1.2,Clay,0,1.2,4.33
20781,2010-04-05,Granollers M.,Haase R.,87,207,1.4,2.75,Clay,1,1.4,2.75
20782,2010-04-06,Nieminen J.,Ziadi M.,71,908,1.04,10.0,Clay,1,1.04,10.0
20783,2010-04-06,Serra F.,Ventura S.,57,123,1.22,4.0,Clay,1,1.22,4.0
20784,2010-04-06,El Amrani R.,Gabashvili T.,286,112,4.5,1.16,Clay,0,1.16,4.5
20785,2010-04-06,Hajek J.,Greul S.,81,58,2.25,1.57,Clay,0,1.57,2.25
20786,2010-04-06,Robert S.,Koubek S.,65,124,1.57,2.25,Clay,1,1.57,2.25
20787,2010-04-06,Golubev A.,Koellerer D.,88,93,1.83,1.83,Clay,1,1.83,1.83
20788,2010-04-06,Clement A.,Navarro-Pastor I.,80,113,1.9,1.8,Clay,0,1.8,1.9
20789,2010-04-06,Gasquet R.,Rochus O.,74,55,1.44,2.62,Clay,1,1.44,2.62
20790,2010-04-06,Klizan M.,Dolgopolov O.,212,70,3.0,1.36,Clay,0,1.36,3.0
20791,2010-04-07,Starace P.,Hernandez O.,73,84,1.36,3.0,Clay,1,1.36,3.0
20792,2010-04-07,Garcia-Lopez G.,Granollers M.,40,87,1.72,2.0,Clay,1,1.72,2.0
20793,2010-04-07,Serra F.,Robert S.,57,65,1.5,2.5,Clay,1,1.5,2.5
20794,2010-04-07,Kubot L.,Clement A.,42,80,1.53,2.37,Clay,1,1.53,2.37
20795,2010-04-08,Hanescu V.,Nieminen J.,43,71,2.25,1.57,Clay,0,1.57,2.25
20796,2010-04-08,Wawrinka S.,Klizan M.,23,212,1.14,5.0,Clay,1,1.14,5.0
20797,2010-04-08,El Amrani R.,Hajek J.,286,81,4.0,1.22,Clay,0,1.22,4.0
20798,2010-04-08,Gasquet R.,Golubev A.,74,88,1.25,3.75,Clay,1,1.25,3.75
20799,2010-04-09,Starace P.,Kubot L.,73,42,2.2,1.61,Clay,0,1.61,2.2
20800,2010-04-09,Wawrinka S.,El Amrani R.,23,286,1.1,6.5,Clay,1,1.1,6.5
20801,2010-04-09,Serra F.,Garcia-Lopez G.,57,40,2.2,1.61,Clay,0,1.61,2.2
20802,2010-04-09,Hanescu V.,Gasquet R.,43,74,3.5,1.28,Clay,0,1.28,3.5
20803,2010-04-10,Wawrinka S.,Starace P.,23,73,1.36,3.0,Clay,1,1.36,3.0
20804,2010-04-10,Hanescu V.,Serra F.,43,57,2.1,1.66,Clay,0,1.66,2.1
20805,2010-04-11,Wawrinka S.,Hanescu V.,23,43,1.57,2.37,Clay,1,1.57,2.37
20806,2010-04-05,Kavcic B.,Istomin D.,100,79,2.37,1.53,Clay,0,1.53,2.37
20807,2010-04-05,Odesnik W.,Janowicz J.,103,293,1.4,2.75,Clay,1,1.4,2.75
20808,2010-04-06,Sela D.,Levine J.,69,110,1.44,2.62,Clay,1,1.44,2.62
20809,2010-04-06,Schwank E.,Daniel M.,61,111,1.3,3.4,Clay,1,1.3,3.4
20810,2010-04-06,Massu N.,Zverev M.,94,86,1.66,2.1,Clay,1,1.66,2.1
20812,2010-04-06,Sweeting R.,Korolev E.,150,60,2.62,1.44,Clay,0,1.44,2.62
20814,2010-04-06,Anderson K.,Young D.,108,141,1.53,2.37,Clay,1,1.53,2.37
20816,2010-04-06,Malisse X.,Lindahl N.,89,210,1.44,2.62,Clay,1,1.44,2.62
20817,2010-04-07,Devvarman S.,Niland C.,116,228,1.57,2.25,Clay,1,1.57,2.25
20818,2010-04-07,Chela J.I.,Schwank E.,82,61,2.2,1.61,Clay,0,1.61,2.2
20819,2010-04-07,Massu N.,Sweeting R.,94,150,1.53,2.37,Clay,1,1.53,2.37
20820,2010-04-08,Zeballos H.,Sela D.,54,69,1.36,3.0,Clay,1,1.36,3.0
20821,2010-04-08,Odesnik W.,Kukushkin M.,103,131,1.72,2.0,Clay,1,1.72,2.0
20822,2010-04-08,Hewitt L.,Devvarman S.,27,116,1.16,4.5,Clay,1,1.16,4.5
