,date,winner,loser,wrank,lrank,b365w,b365l,surface,winner_is_p1,odd_p1,odd_p2
7496,2004-07-14,Schalken S.,Carraz G.,22,80,1.25,3.5,Hard,1,1.25,3.5
7498,2004-07-14,Agassi A.,Bogomolov A.,10,115,1.143,5.0,Hard,1,1.143,5.0
7499,2004-07-14,Haas T.,Ginepri R.,91,36,1.8,1.909,Hard,1,1.8,1.909
7500,2004-07-14,Saulnier C.,Hernych J.,77,116,1.5,2.5,Hard,1,1.5,2.5
7501,2004-07-14,Kiefer N.,Weiner G.,32,128,1.286,3.5,Hard,1,1.286,3.5
7502,2004-07-15,Rusedski G.,Beck K.,98,65,1.533,2.375,Hard,1,1.533,2.375
7503,2004-07-15,Fish M.,Elseneer G.,18,97,1.2,4.333,Hard,1,1.2,4.333
7504,2004-07-15,Moodie W.,Schalken S.,143,22,3.5,1.286,Hard,0,1.286,3.5
7505,2004-07-15,Morrison J.,Srichaphan P.,107,14,3.5,1.286,Hard,0,1.286,3.5
7506,2004-07-16,Haas T.,Carlsen K.,91,88,1.286,3.5,Hard,1,1.286,3.5
7507,2004-07-16,Agassi A.,Benneteau J.,10,72,1.2,4.333,Hard,1,1.2,4.333
7508,2004-07-16,Saulnier C.,Fish M.,77,18,2.75,1.4,Hard,0,1.4,2.75
7509,2004-07-17,Morrison J.,Moodie W.,107,143,1.8,1.909,Hard,1,1.8,1.909
7510,2004-07-17,Kiefer N.,Rusedski G.,32,98,1.8,1.909,Hard,1,1.8,1.909
7511,2004-07-17,Haas T.,Agassi A.,91,10,2.625,1.444,Hard,0,1.444,2.625
7512,2004-07-18,Haas T.,Saulnier C.,91,77,1.364,3.0,Hard,1,1.364,3.0
7513,2004-07-18,Kiefer N.,Morrison J.,32,107,1.4,2.75,Hard,1,1.4,2.75
7514,2004-07-19,Haas T.,Kiefer N.,91,32,1.57,2.25,Hard,1,1.57,2.25
7516,2004-07-12,Koubek S.,Patience O.,101,90,1.833,1.833,Clay,0,1.833,1.833
7519,2004-07-12,Canas G.,Norman D.,70,168,1.125,5.5,Clay,1,1.125,5.5
7520,2004-07-12,Stepanek R.,Guzman J.P.,76,160,1.25,3.5,Clay,1,1.25,3.5
7522,2004-07-12,Lopez M.,Elsner D.,129,104,2.1,1.667,Clay,0,1.667,2.1
7523,2004-07-12,Ascione T.,Zib T.,86,142,1.667,2.1,Clay,1,1.667,2.1
7530,2004-07-13,Popp A.,Waske A.,84,191,2.1,1.667,Clay,0,1.667,2.1
7531,2004-07-13,Ferrer D.,di Pasquale A.,47,356,1.533,2.375,Clay,1,1.533,2.375
7532,2004-07-13,Pavel A.,Ulihrach B.,17,122,1.286,3.5,Clay,1,1.286,3.5
7533,2004-07-13,Koubek S.,Lopez F.,101,23,2.25,1.571,Clay,0,1.571,2.25
7534,2004-07-13,Canas G.,Mayer F.,70,37,1.615,2.2,Clay,1,1.615,2.2
7536,2004-07-13,Gasquet R.,Robredo T.,130,19,3.0,1.364,Clay,0,1.364,3.0
7537,2004-07-14,Chela J.I.,Andersen J.F.,16,242,1.071,7.5,Clay,1,1.071,7.5
7538,2004-07-14,Nadal R.,Vassallo-Arguello M.,57,132,1.25,3.75,Clay,1,1.25,3.75
7539,2004-07-14,Novak J.,Ascione T.,25,86,1.286,3.5,Clay,1,1.286,3.5
7540,2004-07-14,Costa A.,Mantilla F.,52,111,1.833,1.833,Clay,1,1.833,1.833
7541,2004-07-14,Youzhny M.,Popp A.,41,84,1.25,3.75,Clay,1,1.25,3.75
7542,2004-07-14,Zabaleta M.,Lopez M.,30,129,1.25,3.75,Clay,1,1.25,3.75
7543,2004-07-14,Karlovic I.,Squillari F.,59,162,1.571,2.25,Clay,1,1.571,2.25
7544,2004-07-14,Berdych T.,Phau B.,67,178,1.444,2.625,Clay,1,1.444,2.625
7545,2004-07-14,Stepanek R.,Schuettler R.,76,8,2.375,1.533,Clay,0,1.533,2.375
7546,2004-07-15,Gaudio G.,Armando H.,11,280,1.083,7.0,Clay,1,1.083,7.0
7547,2004-07-15,Costa A.,Zabaleta M.,52,30,2.1,1.667,Clay,0,1.667,2.1
7548,2004-07-15,Novak J.,Youzhny M.,25,41,1.667,2.1,Clay,1,1.667,2.1
7549,2004-07-15,Davydenko N.,Pavel A.,63,17,2.1,1.667,Clay,0,1.667,2.1
7550,2004-07-15,Stepanek R.,Karlovic I.,76,59,1.615,2.2,Clay,1,1.615,2.2
7551,2004-07-15,Ferrer D.,Gasquet R.,47,130,1.8,1.909,Clay,1,1.8,1.909
7552,2004-07-15,Canas G.,Koubek S.,70,101,1.444,2.625,Clay,1,1.444,2.625
7554,2004-07-15,Nadal R.,Chela J.I.,57,16,2.375,1.533,Clay,0,1.533,2.375
7555,2004-07-16,Davydenko N.,Costa A.,63,52,2.0,1.727,Clay,0,1.727,2.0
7556,2004-07-16,Ferrer D.,Nadal R.,47,57,2.375,1.533,Clay,0,1.533,2.375
7557,2004-07-16,Canas G.,Stepanek R.,70,76,1.615,2.2,Clay,1,1.615,2.2
7558,2004-07-16,Gaudio G.,Novak J.,11,25,1.533,2.375,Clay,1,1.533,2.375
7559,2004-07-17,Canas G.,Davydenko N.,70,63,1.727,2.0,Clay,1,1.727,2.0
7560,2004-07-17,Gaudio G.,Ferrer D.,11,47,1.364,3.0,Clay,1,1.364,3.0
7561,2004-07-18,Canas G.,Gaudio G.,70,11,2.375,1.533,Clay,0,1.533,2.375
7562,2004-07-19,Ascione T.,Salzenstein J.,105,142,1.667,2.1,Hard,1,1.667,2.1
7563,2004-07-19,Ram R.,Moodie W.,285,127,4.5,1.167,Hard,0,1.167,4.5
7564,2004-07-20,Rusedski G.,Johansson T.,89,98,2.1,1.667,Hard,0,1.667,2.1
7565,2004-07-20,Beck K.,Delic A.,64,244,1.25,3.5,Hard,1,1.25,3.5
7566,2004-07-20,Karlovic I.,Vahaly B.,57,227,1.364,2.875,Hard,1,1.364,2.875
7567,2004-07-20,Kratochvil M.,Vacek J.,173,135,1.727,2.0,Hard,1,1.727,2.0
7570,2004-07-20,de Voest R.,Arthurs W.,205,102,2.1,1.667,Hard,0,1.667,2.1
7571,2004-07-20,de Chaunac S.,Dupuis A.,177,84,2.375,1.533,Hard,0,1.533,2.375
7573,2004-07-20,Okun N.,Lu Y.,164,92,2.1,1.667,Hard,0,1.667,2.1
7574,2004-07-20,Santoro F.,Lee H.T.,59,77,2.0,1.727,Hard,0,1.727,2.0
7575,2004-07-20,Morrison J.,Benneteau J.,91,73,2.0,1.727,Hard,0,1.727,2.0
7576,2004-07-20,Carraz G.,Sargsian S.,79,56,2.1,1.667,Hard,0,1.667,2.1
7577,2004-07-21,Bogomolov A.,Carlsen K.,115,86,2.25,1.571,Hard,0,1.571,2.25
7578,2004-07-21,Srichaphan P.,Ascione T.,14,105,1.286,3.5,Hard,1,1.286,3.5
7579,2004-07-21,Ljubicic I.,Ram R.,29,285,1.286,3.5,Hard,1,1.286,3.5
7580,2004-07-21,Reid T.,Dent T.,133,28,3.0,1.364,Hard,0,1.364,3.0
7581,2004-07-21,Okun N.,Enqvist T.,164,54,2.75,1.4,Hard,0,1.4,2.75
7583,2004-07-21,Beck K.,Mirnyi M.,64,33,1.833,1.833,Hard,0,1.833,1.833
7584,2004-07-21,Carraz G.,Fish M.,79,18,3.25,1.333,Hard,0,1.333,3.25
7585,2004-07-21,Ginepri R.,de Chaunac S.,36,177,1.222,4.0,Hard,1,1.222,4.0
7586,2004-07-21,Bogomolov A.,Soderling R.,115,44,2.625,1.444,Hard,0,1.444,2.625
7587,2004-07-21,de Voest R.,Chiudinelli M.,205,172,1.61,2.2,Hard,1,1.61,2.2
7588,2004-07-21,Kiefer N.,Karlovic I.,30,57,1.615,2.2,Hard,1,1.615,2.2
7589,2004-07-21,Grosjean S.,Jeanpierre J.,12,154,1.12,5.5,Hard,1,1.12,5.5
7590,2004-07-21,Hrbaty D.,Santoro F.,20,59,1.667,2.1,Hard,1,1.667,2.1
7591,2004-07-22,Malisse X.,Morrison J.,35,91,1.727,2.0,Hard,1,1.727,2.0
7592,2004-07-22,Johansson J.,Rusedski G.,32,89,1.909,1.8,Hard,0,1.8,1.909
7593,2004-07-22,Roddick A.,Kratochvil M.,2,173,1.063,8.0,Hard,1,1.063,8.0
7594,2004-07-22,Kiefer N.,de Voest R.,30,205,1.2,4.333,Hard,1,1.2,4.333
7595,2004-07-22,Ljubicic I.,Hernych J.,29,111,1.444,2.625,Hard,1,1.444,2.625
7596,2004-07-22,Carraz G.,Reid T.,79,133,1.533,2.375,Hard,1,1.533,2.375
7597,2004-07-22,Okun N.,Beck K.,164,64,3.4,1.3,Hard,0,1.3,3.4
7598,2004-07-22,Srichaphan P.,Bogomolov A.,14,115,1.364,3.0,Hard,1,1.364,3.0
7599,2004-07-23,Hrbaty D.,Johansson J.,20,32,2.1,1.667,Hard,0,1.667,2.1
7600,2004-07-23,Grosjean S.,Malisse X.,12,35,1.444,2.625,Hard,1,1.444,2.625
7602,2004-07-23,Carraz G.,Okun N.,79,164,1.4,2.75,Hard,1,1.4,2.75
7603,2004-07-23,Ljubicic I.,Grosjean S.,29,12,2.625,1.444,Hard,0,1.444,2.625
7604,2004-07-24,Roddick A.,Hrbaty D.,2,20,1.167,4.5,Hard,1,1.167,4.5
7605,2004-07-24,Kiefer N.,Srichaphan P.,30,14,1.833,1.833,Hard,0,1.833,1.833
7606,2004-07-24,Roddick A.,Ljubicic I.,2,29,1.143,5.0,Hard,1,1.143,5.0
7607,2004-07-24,Kiefer N.,Carraz G.,30,79,1.4,2.75,Hard,1,1.4,2.75
7610,2004-07-19,Falla A.,Garcia A.,114,116,1.83,1.83,Clay,1,1.83,1.83
7612,2004-07-19,Cermak F.,Heuberger I.,256,126,1.5,2.5,Clay,1,1.5,2.5
7613,2004-07-19,Ventura S.,Pescosolido S.,134,157,1.44,2.62,Clay,1,1.44,2.62
7614,2004-07-19,Eschauer W.,Schiessling T.,221,652,1.571,2.25,Clay,1,1.571,2.25
7615,2004-07-19,Vassallo-Arguello M.,Thomann N.,141,200,1.44,2.62,Clay,1,1.44,2.62
7616,2004-07-19,Luczak P.,Peya A.,156,122,1.5,2.5,Clay,1,1.5,2.5
7617,2004-07-19,Monaco J.,Guzman J.P.,103,159,1.33,3.0,Clay,1,1.33,3.0
7619,2004-07-19,Norman D.,di Mauro A.,167,128,2.625,1.444,Clay,0,1.444,2.625
7620,2004-07-19,Hernandez O.,Portas A.,88,132,1.615,2.2,Clay,1,1.615,2.2
7621,2004-07-20,Starace P.,Lopez M.,121,129,1.5,2.5,Clay,1,1.5,2.5
7622,2004-07-20,Stepanek R.,Gimeno D.,71,269,1.2,4.0,Clay,1,1.2,4.0
7623,2004-07-20,Seppi A.,Tabara M.,185,146,1.571,2.25,Clay,1,1.571,2.25
7624,2004-07-20,Horna L.,Falla A.,47,114,1.83,1.83,Clay,1,1.83,1.83
7625,2004-07-20,Koubek S.,Rosset M.,94,124,1.333,3.0,Clay,1,1.333,3.0
7626,2004-07-20,Costa A.,Eschauer W.,50,221,1.2,4.0,Clay,1,1.2,4.0
7627,2004-07-20,Monaco J.,Ferrer D.,103,40,2.25,1.571,Clay,0,1.571,2.25
7628,2004-07-20,Mayer F.,Luczak P.,37,156,1.333,3.25,Clay,1,1.333,3.25
7629,2004-07-21,Gaudio G.,Minar I.,11,181,1.12,5.5,Clay,1,1.12,5.5
7630,2004-07-21,Davydenko N.,Norman D.,51,167,1.143,5.0,Clay,1,1.143,5.0
7632,2004-07-21,Verdasco F.,Squillari F.,41,161,1.444,2.625,Clay,1,1.444,2.625
7633,2004-07-21,Vassallo-Arguello M.,Melzer J.,141,62,3.5,1.28,Clay,0,1.28,3.5
7634,2004-07-21,Zabaleta M.,Hernandez O.,31,88,1.222,3.75,Clay,1,1.222,3.75
7635,2004-07-21,Lopez F.,Koubek S.,25,94,2.0,1.727,Clay,0,1.727,2.0
7636,2004-07-21,Berdych T.,Starace P.,74,121,2.37,1.53,Clay,0,1.53,2.37
7637,2004-07-21,Ventura S.,Montanes A.,134,83,1.66,2.1,Clay,1,1.66,2.1
7638,2004-07-21,Massu N.,Schukin Y.,13,214,1.143,5.0,Clay,1,1.143,5.0
7639,2004-07-21,Sanchez D.,Cermak F.,60,256,1.286,3.5,Clay,1,1.286,3.5
7640,2004-07-21,Schuettler R.,Seppi A.,8,185,1.364,3.0,Clay,1,1.364,3.0
7641,2004-07-22,Horna L.,Costa A.,47,50,2.25,1.571,Clay,0,1.571,2.25
7642,2004-07-22,Mayer F.,Monaco J.,37,103,1.615,2.2,Clay,1,1.615,2.2
7643,2004-07-22,Gaudio G.,Davydenko N.,11,51,1.4,2.75,Clay,1,1.4,2.75
7644,2004-07-22,Verdasco F.,Vassallo-Arguello M.,41,141,1.22,4.0,Clay,1,1.22,4.0
7646,2004-07-22,Massu N.,Berdych T.,13,74,1.4,2.75,Clay,1,1.4,2.75
7647,2004-07-22,Lopez F.,Ventura S.,25,134,1.61,2.2,Clay,1,1.61,2.2
7648,2004-07-22,Zabaleta M.,Stepanek R.,31,71,1.4,2.75,Clay,1,1.4,2.75
7649,2004-07-23,Gaudio G.,Horna L.,11,47,1.222,4.0,Clay,1,1.222,4.0
7650,2004-07-23,Verdasco F.,Lopez F.,41,25,1.667,2.1,Clay,1,1.667,2.1
7651,2004-07-23,Schuettler R.,Mayer F.,8,37,1.533,2.375,Clay,1,1.533,2.375
7652,2004-07-23,Massu N.,Zabaleta M.,13,31,2.0,1.727,Clay,0,1.727,2.0
7653,2004-07-25,Gaudio G.,Verdasco F.,11,41,1.5,2.5,Clay,1,1.5,2.5
7654,2004-07-25,Massu N.,Schuettler R.,13,8,1.667,2.1,Clay,1,1.667,2.1
7656,2004-07-19,Vliegen K.,Mutis O.,109,95,2.1,1.667,Clay,0,1.667,2.1
7658,2004-07-19,Almagro N.,Behrend T.,130,139,1.571,2.25,Clay,1,1.571,2.25
7659,2004-07-19,Krajan Z.,Vanek J.,453,160,2.75,1.4,Clay,0,1.4,2.75
7660,2004-07-19,Garcia-Lopez G.,Hanescu V.,138,85,2.625,1.444,Clay,0,1.444,2.625
7662,2004-07-19,Rochus O.,Kucera K.,100,81,1.727,2.0,Clay,1,1.727,2.0
7663,2004-07-20,Novak J.,Ramirez-Hidalgo R.,23,108,1.286,3.25,Clay,1,1.286,3.25
7664,2004-07-20,Saretta F.,Wawrinka S.,78,153,1.533,2.375,Clay,1,1.533,2.375
7665,2004-07-20,Rochus C.,Acasuso J.,125,93,2.25,1.571,Clay,0,1.571,2.25
7666,2004-07-20,Martin A.,Golmard J.,61,351,1.25,3.5,Clay,1,1.25,3.5
7667,2004-07-20,Calatrava A.,di Pasquale A.,99,314,1.727,2.0,Clay,1,1.727,2.0
7668,2004-07-20,Volandri F.,Djokovic N.,65,368,1.12,5.5,Clay,1,1.12,5.5
7669,2004-07-20,Moya C.,Karanusic R.,4,147,1.1,6.5,Clay,1,1.1,6.5
7670,2004-07-20,Zib T.,Andreev I.,143,55,4.5,1.167,Clay,0,1.167,4.5
7671,2004-07-20,Canas G.,Patience O.,42,87,1.333,3.0,Clay,1,1.333,3.0
7672,2004-07-21,Garcia-Lopez G.,Saretta F.,138,78,2.375,1.533,Clay,0,1.533,2.375
7673,2004-07-21,Vliegen K.,Rochus O.,109,100,2.0,1.727,Clay,0,1.727,2.0
7674,2004-07-21,Novak J.,Rochus C.,23,125,1.3,3.4,Clay,1,1.3,3.4
7675,2004-07-21,Volandri F.,Serra F.,65,223,1.16,4.5,Clay,1,1.16,4.5
7676,2004-07-22,Calatrava A.,Zib T.,99,143,1.571,2.25,Clay,1,1.571,2.25
7677,2004-07-22,Martin A.,Almagro N.,61,130,1.727,2.0,Clay,1,1.727,2.0
7678,2004-07-22,Canas G.,Vicente F.,42,202,1.167,4.5,Clay,1,1.167,4.5
7680,2004-07-23,Canas G.,Calatrava A.,42,99,1.167,4.5,Clay,1,1.167,4.5
7681,2004-07-23,Moya C.,Martin A.,4,61,1.167,4.5,Clay,1,1.167,4.5
7682,2004-07-23,Garcia-Lopez G.,Novak J.,138,23,3.25,1.333,Clay,0,1.333,3.25
7683,2004-07-23,Volandri F.,Vliegen K.,65,109,1.333,3.25,Clay,1,1.333,3.25
7684,2004-07-24,Volandri F.,Moya C.,65,4,4.0,1.222,Clay,0,1.222,4.0
7685,2004-07-24,Canas G.,Garcia-Lopez G.,42,138,1.222,4.0,Clay,1,1.222,4.0
7687,2004-07-26,Ferrer D.,Larose S.,42,193,1.533,2.375,Hard,1,1.533,2.375
7688,2004-07-26,Chela J.I.,Malisse X.,17,37,2.2,1.615,Hard,0,1.615,2.2
7689,2004-07-26,Mirnyi M.,Kratochvil M.,34,170,1.833,1.833,Hard,1,1.833,1.833
7690,2004-07-26,Johansson J.,Llodra M.,33,56,1.533,2.375,Hard,1,1.533,2.375
7691,2004-07-26,Andreev I.,Sargsian S.,57,55,1.533,2.375,Hard,1,1.533,2.375
7693,2004-07-26,Saulnier C.,Nestor D.,70,542,1.167,4.5,Hard,1,1.167,4.5
7695,2004-07-26,Bogomolov A.,Karlovic I.,117,59,2.375,1.533,Hard,0,1.533,2.375
7696,2004-07-26,Soderling R.,Enqvist T.,50,53,1.833,1.833,Hard,1,1.833,1.833
7697,2004-07-27,Srichaphan P.,Pavel A.,15,16,1.444,2.625,Hard,1,1.444,2.625
7698,2004-07-27,Agassi A.,Haas T.,11,66,1.615,2.2,Hard,1,1.615,2.2
7699,2004-07-27,Robredo T.,Lee H.T.,27,78,1.571,2.25,Hard,1,1.571,2.25
7700,2004-07-27,Kuerten G.,Ginepri R.,23,40,2.1,1.667,Hard,0,1.667,2.1
7701,2004-07-28,Spadea V.,Dancevic F.,21,225,1.3,3.4,Hard,1,1.3,3.4
7702,2004-07-28,Novak J.,Bjorkman J.,22,38,1.4,2.75,Hard,1,1.4,2.75
7703,2004-07-28,Gonzalez F.,Schuettler R.,19,8,1.8,1.909,Hard,1,1.8,1.909
7704,2004-07-28,Melzer J.,Hrbaty D.,61,20,2.625,1.444,Hard,0,1.444,2.625
7705,2004-07-28,Ljubicic I.,Beck K.,26,63,1.5,2.5,Hard,1,1.5,2.5
7706,2004-07-28,Johansson T.,Massu N.,99,13,1.5,2.5,Hard,1,1.5,2.5
7707,2004-07-28,Moya C.,Verdasco F.,4,32,1.333,3.25,Hard,1,1.333,3.25
7708,2004-07-28,Federer R.,Arazi H.,1,36,1.063,8.0,Hard,1,1.063,8.0
7709,2004-07-28,Carraz G.,Grosjean S.,73,12,4.5,1.167,Hard,0,1.167,4.5
7711,2004-07-28,Kiefer N.,Safin M.,25,14,2.1,1.667,Hard,0,1.667,2.1
7712,2004-07-28,Reid T.,Gaudio G.,127,9,2.25,1.571,Hard,0,1.571,2.25
7713,2004-07-28,Niemeyer F.,Sanchez D.,231,54,2.0,1.727,Hard,0,1.727,2.0
7714,2004-07-28,Youzhny M.,Nalbandian D.,46,6,3.25,1.333,Hard,0,1.333,3.25
7715,2004-07-28,Henman T.,Zabaleta M.,5,39,1.286,3.5,Hard,1,1.286,3.5
7716,2004-07-28,Hewitt L.,Nadal R.,10,62,1.25,3.75,Hard,1,1.25,3.75
7717,2004-07-29,Roddick A.,Benneteau J.,2,76,1.063,8.0,Hard,1,1.063,8.0
7719,2004-07-29,Federer R.,Soderling R.,1,50,1.071,7.5,Hard,1,1.071,7.5
7720,2004-07-29,Mirnyi M.,Srichaphan P.,34,15,2.625,1.444,Hard,0,1.444,2.625
7721,2004-07-29,Moya C.,Bogomolov A.,4,117,1.167,4.5,Hard,1,1.167,4.5
7722,2004-07-29,Kiefer N.,Ferrer D.,25,42,1.222,4.0,Hard,1,1.222,4.0
7723,2004-07-29,Hernych J.,Reid T.,109,127,1.727,2.0,Hard,1,1.727,2.0
7724,2004-07-29,Melzer J.,Agassi A.,61,11,5.5,1.125,Hard,0,1.125,5.5
7725,2004-07-29,Gonzalez F.,Spadea V.,19,21,1.5,2.5,Hard,1,1.5,2.5
7726,2004-07-29,Santoro F.,Ljubicic I.,58,26,2.75,1.4,Hard,0,1.4,2.75
7727,2004-07-29,Hewitt L.,Novak J.,10,22,1.222,4.0,Hard,1,1.222,4.0
7728,2004-07-29,Kuerten G.,Henman T.,23,5,2.75,1.4,Hard,0,1.4,2.75
7729,2004-07-29,Chela J.I.,Robredo T.,17,27,1.833,1.833,Hard,1,1.833,1.833
7730,2004-07-29,Roddick A.,Lopez F.,2,30,1.083,7.0,Hard,1,1.083,7.0
7731,2004-07-29,Johansson T.,Andreev I.,99,57,1.667,2.1,Hard,1,1.667,2.1
7732,2004-07-29,Saulnier C.,Youzhny M.,70,46,2.25,1.571,Hard,0,1.571,2.25
7733,2004-07-29,Horna L.,Niemeyer F.,41,231,1.533,2.375,Hard,1,1.533,2.375
7734,2004-07-29,Johansson J.,Carraz G.,33,73,1.571,2.25,Hard,1,1.571,2.25
7735,2004-07-29,Federer R.,Mirnyi M.,1,34,1.125,5.5,Hard,1,1.125,5.5
7736,2004-07-29,Kiefer N.,Moya C.,25,4,2.2,1.615,Hard,0,1.615,2.2
7737,2004-07-30,Melzer J.,Gonzalez F.,61,19,2.625,1.444,Hard,0,1.444,2.625
7738,2004-07-30,Hernych J.,Kuerten G.,109,23,3.5,1.286,Hard,0,1.286,3.5
7739,2004-07-30,Santoro F.,Hewitt L.,58,10,5.5,1.125,Hard,0,1.125,5.5
7740,2004-07-30,Johansson T.,Horna L.,99,41,1.286,3.5,Hard,1,1.286,3.5
7741,2004-07-30,Johansson J.,Saulnier C.,33,70,1.571,2.25,Hard,1,1.571,2.25
7742,2004-07-30,Roddick A.,Chela J.I.,2,17,1.1,6.5,Hard,1,1.1,6.5
7743,2004-07-30,Federer R.,Santoro F.,1,58,1.04,9.0,Hard,1,1.04,9.0
7744,2004-07-30,Johansson T.,Johansson J.,99,33,1.909,1.8,Hard,0,1.8,1.909
7745,2004-07-31,Roddick A.,Hernych J.,2,109,1.05,8.5,Hard,1,1.05,8.5
7746,2004-07-31,Kiefer N.,Melzer J.,25,61,1.444,2.625,Hard,1,1.444,2.625
7747,2004-07-31,Federer R.,Johansson T.,1,99,1.07,7.5,Hard,1,1.07,7.5
7748,2004-08-01,Roddick A.,Kiefer N.,2,25,1.11,6.0,Hard,1,1.11,6.0
7750,2004-08-02,Chela J.I.,Nadal R.,16,71,1.8,1.909,Hard,1,1.8,1.909
7751,2004-08-02,Arthurs W.,Pavel A.,107,17,3.0,1.364,Hard,0,1.364,3.0
7752,2004-08-02,Schalken S.,Norman D.,25,157,1.3,3.4,Hard,1,1.3,3.4
7753,2004-08-02,Gaudio G.,Gambill J.M.,9,80,1.55,2.3,Hard,1,1.55,2.3
7754,2004-08-02,Haas T.,Schuettler R.,67,8,1.727,2.0,Hard,1,1.727,2.0
7755,2004-08-02,Karlovic I.,Moodie W.,58,135,1.571,2.25,Hard,1,1.571,2.25
7756,2004-08-02,Sargsian S.,Kratochvil M.,59,163,2.0,1.727,Hard,0,1.727,2.0
7757,2004-08-02,Moya C.,Parmar A.,4,181,1.063,8.0,Hard,1,1.063,8.0
7759,2004-08-02,Ljubicic I.,Malisse X.,26,37,1.667,2.1,Hard,1,1.667,2.1
7760,2004-08-02,Rusedski G.,Enqvist T.,96,54,1.571,2.25,Hard,1,1.571,2.25
7761,2004-08-02,Safin M.,Novak J.,14,22,1.333,3.25,Hard,1,1.333,3.25
7762,2004-08-03,Gonzalez F.,Tursunov D.,23,69,1.25,3.75,Hard,1,1.25,3.75
7763,2004-08-03,Hewitt L.,Bogomolov A.,10,108,1.083,7.0,Hard,1,1.083,7.0
7764,2004-08-03,Kuerten G.,Lu Y.H.,24,94,1.125,5.5,Hard,1,1.125,5.5
7765,2004-08-03,Srichaphan P.,Ferrer D.,15,52,1.2,4.333,Hard,1,1.2,4.333
7766,2004-08-03,Robredo T.,Dent T.,27,30,1.909,1.8,Hard,0,1.8,1.909
7767,2004-08-03,Henman T.,El Aynaoui Y.,6,64,1.111,6.0,Hard,1,1.111,6.0
7768,2004-08-03,Morrison J.,Melzer J.,91,45,2.5,1.5,Hard,0,1.5,2.5
7769,2004-08-03,Lopez F.,Reid T.,29,110,1.444,2.625,Hard,1,1.444,2.625
7771,2004-08-03,Youzhny M.,Massu N.,46,13,1.615,2.2,Hard,1,1.615,2.2
7772,2004-08-03,Johansson T.,Carraz G.,65,70,1.4,2.75,Hard,1,1.4,2.75
7773,2004-08-03,Hrbaty D.,Federer R.,21,1,8.0,1.063,Hard,0,1.063,8.0
7774,2004-08-03,Zabaleta M.,Llodra M.,40,55,1.833,1.833,Hard,1,1.833,1.833
7775,2004-08-03,Kiefer N.,Johansson J.,18,31,1.8,1.909,Hard,1,1.8,1.909
7776,2004-08-03,Ferrero J.C.,Clement A.,7,61,1.533,2.375,Hard,1,1.533,2.375
7778,2004-08-03,Horna L.,Verdasco F.,39,34,2.625,1.444,Hard,0,1.444,2.625
7779,2004-08-03,Santoro F.,Ginepri R.,42,41,2.0,1.727,Hard,0,1.727,2.0
7780,2004-08-04,Soderling R.,Grosjean S.,47,12,2.75,1.4,Hard,0,1.4,2.75
7781,2004-08-04,Roddick A.,Mirnyi M.,2,33,1.167,4.5,Hard,1,1.167,4.5
7782,2004-08-04,Rusedski G.,Gaudio G.,96,9,1.727,2.0,Hard,1,1.727,2.0
7783,2004-08-04,Moya C.,Ljubicic I.,4,26,1.615,2.2,Hard,1,1.615,2.2
7784,2004-08-04,Bjorkman J.,Hrbaty D.,38,21,2.625,1.444,Hard,0,1.444,2.625
7785,2004-08-04,Arthurs W.,Zabaleta M.,107,40,2.375,1.533,Hard,0,1.533,2.375
7786,2004-08-04,Santoro F.,Youzhny M.,42,46,2.2,1.615,Hard,0,1.615,2.2
7787,2004-08-04,Soderling R.,Horna L.,47,39,1.571,2.25,Hard,1,1.571,2.25
7788,2004-08-04,Hewitt L.,Kuerten G.,10,24,1.333,3.25,Hard,1,1.333,3.25
7789,2004-08-04,Haas T.,Sargsian S.,67,59,1.2,4.333,Hard,1,1.2,4.333
7790,2004-08-04,Robredo T.,Ferrero J.C.,27,7,2.2,1.615,Hard,0,1.615,2.2
7791,2004-08-05,Karlovic I.,Lopez F.,58,29,2.2,1.615,Hard,0,1.615,2.2
7792,2004-08-05,Roddick A.,Kiefer N.,2,18,1.167,4.5,Hard,1,1.167,4.5
7793,2004-08-05,Safin M.,Morrison J.,14,91,1.25,3.75,Hard,1,1.25,3.75
7794,2004-08-05,Henman T.,Arazi H.,6,35,1.2,4.333,Hard,1,1.2,4.333
7795,2004-08-05,Chela J.I.,Gonzalez F.,16,23,1.833,1.833,Hard,1,1.833,1.833
7796,2004-08-05,Agassi A.,Johansson T.,11,65,1.444,2.625,Hard,1,1.444,2.625
7797,2004-08-05,Srichaphan P.,Schalken S.,15,25,1.571,2.25,Hard,1,1.571,2.25
7798,2004-08-05,Santoro F.,Bjorkman J.,42,38,1.727,2.0,Hard,1,1.727,2.0
7799,2004-08-05,Safin M.,Karlovic I.,14,58,1.333,3.25,Hard,1,1.333,3.25
7800,2004-08-05,Moya C.,Arthurs W.,4,107,1.167,4.5,Hard,1,1.167,4.5
7801,2004-08-05,Roddick A.,Srichaphan P.,2,15,1.143,5.0,Hard,1,1.143,5.0
7802,2004-08-05,Robredo T.,Rusedski G.,27,96,2.0,1.727,Hard,0,1.727,2.0
7803,2004-08-05,Hewitt L.,Henman T.,10,6,1.333,3.25,Hard,1,1.333,3.25
7804,2004-08-06,Agassi A.,Chela J.I.,11,16,1.364,3.0,Hard,1,1.364,3.0
7805,2004-08-06,Haas T.,Soderling R.,67,47,1.364,3.0,Hard,1,1.364,3.0
7806,2004-08-06,Hewitt L.,Safin M.,10,14,1.571,2.25,Hard,1,1.571,2.25
