,inverted_log_rank_p1,rank_diff_binned,log_odd_ratio,surface_Clay,surface_Hard,surface_Grass,h2h_binned,consecutive_wins_p1,consecutive_wins_p2,consecutive_losses_p1,consecutive_losses_p2,consecutive_results,rank_evol_p1_binned,rank_evol_p2_binned,rank_combined_binned,odd_p1,odd_p2
10114,0.25831776680732876,3,1.183278213083103,0,0,1,0,0.5,1,1,0.0,0,1,0,3,1.66,2.1
29161,0.3001016285004131,7,1.6094379124341003,0,1,0,0,0.5,1,0,0.0,0,0,0,8,1.25,3.75
35615,0.2710850306818168,9,1.4364841056437456,0,1,0,0,0.5,1,0,0.0,0,0,0,9,1.36,3.0
33202,0.269282508064391,6,1.2992829841302609,0,1,0,0,0.5,1,0,0.0,0,1,1,8,1.5,2.5
31336,0.3898712452512801,5,1.5548497221496973,0,1,0,0,0.5,1,1,0.0,1,0,0,5,1.28,3.5
24434,0.7213475204444817,5,1.5548497221496973,0,1,0,1,0.5,0,1,0.0,0,0,0,5,1.28,3.5
36132,0.30341307554227914,10,1.5548497221496973,0,1,0,1,0.5,1,1,0.0,0,0,0,10,1.28,3.5
31622,0.23782951347935782,10,1.233469765560689,1,0,0,0,0.5,1,0,0.0,0,0,0,10,1.57,2.25
30367,0.2749075777424936,13,1.3401049786505161,1,0,0,0,0.5,1,1,1.0,1,1,0,13,1.44,2.62
15584,0.19471169132843705,0,1.7714394667370974,0,1,0,0,0.5,1,1,0.5,1,1,1,0,1.16,4.5
18022,0.2148707605483044,12,1.7242535868626816,1,0,0,0,0.5,1,0,0.0,0,0,0,12,1.2,4.33
17481,0.3898712452512801,4,1.1514547700424898,1,0,0,1,0.5,1,1,0.0,0,0,0,4,1.72,2.0
13018,0.32351545314867247,5,1.6094379124341003,1,0,0,0,0.5,1,1,0.5,1,0,1,5,1.25,3.75
30898,0.36926937306885504,3,1.3401049786505161,0,1,0,0,0.5,0,1,0.0,0,0,0,3,1.44,2.62
34683,0.23233849357411737,0,1.5548497221496973,1,0,0,0,0.5,1,1,1.0,1,0,1,0,1.28,3.5
2794,0.48089834696298783,11,2.1975357645178186,0,1,0,0,0.5,1,1,1.0,1,0,0,11,1.071,7.5
7719,0.2710850306818168,8,1.183278213083103,1,0,0,1,0.5,1,1,0.5,1,0,0,10,1.66,2.1
12897,0.22449978268220952,1,1.1169614273363062,0,1,0,0,1.0,1,1,0.0,1,0,0,1,1.8,1.9
30004,0.35295612386476116,10,2.342883586025323,1,0,0,0,0.5,1,1,1.0,1,0,1,10,1.07,9.0
3821,0.7213475204444817,12,2.460335389057495,0,1,0,0,1.0,1,1,0.0,1,0,0,12,1.03,10.0
17448,0.7213475204444817,3,1.4914668891843443,1,0,0,0,1.0,1,1,0.0,1,0,0,3,1.33,3.25
27724,0.23459420572161058,0,1.2138616364551833,0,0,1,0,0.5,1,1,0.5,1,1,0,0,1.61,2.2
7088,0.40242960438184466,10,2.068012845856213,1,0,0,0,0.5,1,1,0.0,1,0,0,10,1.1,6.5
9239,0.2749075777424936,2,1.2138616364551833,0,1,0,1,0.5,1,1,0.5,1,1,1,2,1.61,2.2
20082,0.21959311237518594,13,1.5548497221496973,0,1,0,0,0.5,1,1,1.0,1,1,0,13,1.28,3.5
25907,0.23782951347935782,8,1.233469765560689,0,1,0,1,0.5,1,1,0.5,1,0,1,3,1.57,2.25
12667,0.23537745555238682,0,1.2992829841302609,0,1,0,0,0.5,1,1,0.5,1,0,1,0,1.5,2.5
23962,0.23868315209103041,10,1.1514547700424898,0,1,0,1,0.5,1,1,0.0,1,0,0,10,1.72,2.0
19384,0.25831776680732876,12,1.5548497221496973,1,0,0,0,0.5,1,1,0.0,1,1,0,12,1.28,3.5
4309,0.3284587387530511,12,1.2992829841302609,0,1,0,0,0.5,1,0,0.0,0,0,1,12,1.5,2.5
37991,0.33380820069533407,9,1.749199854809259,1,0,0,0,0.5,1,1,0.0,1,0,0,9,1.2,4.5
38118,0.29401410379520604,5,1.233469765560689,0,1,0,1,0.5,1,0,0.0,0,0,0,6,1.57,2.25
12202,0.36926937306885504,10,2.3659209681658564,0,1,0,0,0.5,1,1,0.0,1,0,0,10,1.04,9.0
19993,0.2749075777424936,11,2.068012845856213,0,1,0,0,0.5,1,1,1.0,1,0,1,11,1.1,6.5
6421,0.21531348711084464,11,1.2138616364551833,1,0,0,0,0.5,1,0,0.0,0,1,1,12,1.61,2.2
14103,0.33380820069533407,3,1.4364841056437456,0,0,1,0,0.5,0,1,0.0,0,0,0,3,1.36,3.0
4661,0.24136313830927508,4,1.3773256911371303,1,0,0,1,0.5,0,1,0.0,0,0,0,4,1.4,2.75
30578,0.23782951347935782,4,1.2666713985415,0,1,0,0,0.5,1,1,0.5,1,1,1,3,1.53,2.37
19594,0.31066746727980593,8,1.8541025998021905,1,0,0,0,0.5,1,0,0.0,0,0,0,8,1.14,5.0
12578,0.25694917118487537,6,1.2992829841302609,0,1,0,0,0.5,1,1,0.5,1,0,0,7,1.5,2.5
15604,0.3789231816899512,12,2.068012845856213,0,1,0,0,0.5,1,1,0.0,1,0,0,12,1.1,6.5
33115,0.48089834696298783,10,1.9205280757838963,0,1,0,0,0.5,1,0,0.0,0,0,0,10,1.14,5.5
32850,0.25433477814404226,10,1.6094379124341003,0,0,1,0,0.5,1,1,0.0,0,0,0,10,1.25,3.75
26895,0.21959311237518594,5,1.2666713985415,0,1,0,0,0.5,1,1,1.0,1,0,1,2,1.53,2.37
22533,0.3396232718951086,7,1.2138616364551833,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.61,2.2
36804,0.23617733727628992,3,1.233469765560689,1,0,0,1,0.5,1,1,0.5,1,0,1,1,1.57,2.25
37172,0.4170323914242463,6,1.529395204760564,1,0,0,0,0.5,1,1,0.0,0,0,0,6,1.3,3.4
32075,0.25831776680732876,1,1.233469765560689,1,0,0,0,1.0,1,1,0.0,1,0,0,1,1.57,2.25
12359,0.19001688568106462,6,1.2138616364551833,1,0,0,0,0.5,1,1,0.0,0,0,0,6,1.61,2.2
3846,0.43429448190325176,4,1.6626606045653245,0,1,0,0,0.5,1,0,0.0,0,1,0,6,1.222,4.0
13540,0.2302128900546512,7,1.3401049786505161,1,0,0,0,0.5,1,1,0.5,1,1,0,9,1.44,2.62
23353,0.3898712452512801,4,1.9330730022946325,0,1,0,1,0.5,1,1,0.0,1,0,0,4,1.12,5.5
32246,0.2473379469500514,12,1.4914668891843443,1,0,0,0,0.5,1,1,0.0,1,0,0,12,1.33,3.25
26306,0.2074567608530314,11,1.3401049786505161,0,1,0,0,0.5,1,1,0.0,0,1,0,12,1.44,2.62
26570,0.25973030217227155,7,2.0612592225966457,0,1,0,0,0.5,1,1,1.0,1,0,0,8,1.11,6.5
15299,0.5581106265512472,7,1.4364841056437456,0,1,0,0,0.5,1,1,0.0,0,1,0,7,1.36,3.0
37117,0.23699447183691388,5,1.529395204760564,1,0,0,0,0.5,1,1,0.5,1,0,0,7,1.3,3.4
26833,0.2969742043733701,2,1.3401049786505161,1,0,0,1,0.5,1,1,0.0,1,0,0,3,1.44,2.62
20379,0.40242960438184466,5,1.4364841056437456,1,0,0,0,0.5,0,1,0.0,0,0,0,5,1.36,3.0
3261,0.2530848692773169,6,1.0986122886681098,0,1,0,0,0.5,1,1,1.0,1,0,0,7,1.833,1.833
12526,0.28599966750267436,8,1.2138616364551833,0,1,0,0,0.5,1,1,1.0,1,0,0,8,1.61,2.2
22974,0.23459420572161058,13,1.9330730022946325,0,1,0,0,0.5,1,1,0.0,0,1,0,13,1.12,5.5
26071,0.7213475204444817,11,2.622107771301485,0,1,0,1,0.5,1,1,0.5,1,1,0,12,1.02,12.0
31499,0.24954251462921184,5,1.842190322854947,0,1,0,0,1.0,1,1,0.0,1,0,0,5,1.16,5.0
36169,0.3396232718951086,3,1.3401049786505161,0,1,0,0,0.5,1,0,0.0,0,0,0,4,1.44,2.62
26021,0.36067376022224085,4,1.2138616364551833,0,1,0,1,0.5,1,1,0.0,0,1,0,4,1.61,2.2
26433,0.24842549839846914,12,1.2666713985415,0,1,0,0,0.5,1,1,0.5,1,1,0,13,1.53,2.37
30975,0.24627854581449443,13,3.1309413625362357,0,1,0,0,0.5,1,1,0.0,0,0,0,13,1.005,21.0
3867,0.22755980665670933,5,1.339691899136912,1,0,0,0,0.5,1,1,0.0,1,0,0,5,1.444,2.625
6023,0.25831776680732876,5,1.339691899136912,0,0,1,0,0.5,1,0,0.0,0,0,1,5,1.444,2.625
21640,0.45511961331341866,13,2.5399953216067406,0,0,1,0,0.5,1,1,0.5,1,0,1,13,1.03,11.0
29907,0.4170323914242463,4,1.4914668891843443,1,0,0,1,0.5,0,1,0.0,0,0,0,4,1.33,3.25
15040,0.23617733727628992,0,1.2138616364551833,0,1,0,0,0.5,1,1,1.0,1,1,1,0,1.61,2.2
11091,0.4170323914242463,13,2.3120638369485893,0,1,0,0,0.5,1,1,0.5,1,0,1,12,1.05,8.5
28963,0.2611892565642242,5,1.2992829841302609,0,1,0,0,0.5,1,1,0.5,1,1,0,6,1.5,2.5
13472,0.6213349345596119,8,1.6094379124341003,1,0,0,0,0.5,0,1,0.0,0,0,0,8,1.25,3.75
23389,0.3898712452512801,6,1.9330730022946325,0,1,0,0,0.5,0,1,0.0,0,0,0,6,1.12,5.5
15062,0.33380820069533407,8,1.7714394667370974,0,1,0,0,0.5,1,1,0.5,1,0,1,8,1.16,4.5
34632,0.22569202144874392,11,1.4364841056437456,1,0,0,0,0.5,1,1,0.5,1,1,1,11,1.36,3.0
36036,0.318928988903801,2,1.183278213083103,0,1,0,0,0.5,1,1,0.5,1,1,0,3,1.66,2.1
7591,0.20544281918875867,0,1.6636776813710972,0,0,1,0,0.5,1,1,1.0,1,1,0,1,1.22,4.0
37427,0.24842549839846914,7,1.4914668891843443,1,0,0,0,0.5,1,1,0.0,1,0,0,7,1.33,3.25
20592,0.43429448190325176,4,1.6094379124341003,1,0,0,0,1.0,1,1,0.5,1,1,1,4,1.25,3.75
20453,0.2518706487516997,8,1.6094379124341003,1,0,0,0,0.5,1,1,1.0,1,1,0,13,1.25,3.75
9213,0.265872585674852,5,1.3401049786505161,0,1,0,0,0.5,0,1,0.0,0,0,0,5,1.44,2.62
19452,0.5138983423697507,8,1.7714394667370974,0,1,0,0,0.5,1,1,0.0,0,0,0,8,1.16,4.5
36234,0.269282508064391,1,1.2138616364551833,0,1,0,0,0.5,1,1,0.0,0,0,0,1,1.61,2.2
32897,0.23537745555238682,13,1.4914668891843443,1,0,0,0,0.5,1,1,1.0,1,1,0,13,1.33,3.25
21490,0.35295612386476116,12,1.9330730022946325,0,0,1,0,0.5,1,1,0.0,1,0,0,12,1.12,5.5
27385,0.48089834696298783,3,1.7601930032602204,1,0,0,0,0.5,1,1,0.5,1,0,1,3,1.18,4.5
1535,0.25831776680732876,5,1.1816499072354991,0,1,0,1,0.5,0,1,0.0,0,0,0,5,1.667,2.1
6307,0.2611892565642242,5,1.2666713985415,0,1,0,1,0.5,1,0,0.0,0,1,0,5,1.53,2.37
13803,0.6213349345596119,10,2.622107771301485,1,0,0,0,0.5,1,1,1.0,1,0,0,10,1.02,12.0
14028,0.30341307554227914,4,1.8541025998021905,0,0,1,0,0.5,1,0,0.0,0,0,0,3,1.14,5.0
3652,0.2181040551873126,0,1.1816499072354991,0,1,0,1,1.0,1,1,0.0,1,0,0,0,1.667,2.1
18813,0.24627854581449443,1,1.2138616364551833,0,1,0,0,0.5,1,0,0.0,0,1,1,0,1.61,2.2
21441,0.6213349345596119,3,2.12389330425067,0,0,1,0,1.0,1,1,0.0,1,0,0,3,1.1,7.0
3647,0.28126641406272834,6,1.7714394667370974,0,1,0,0,1.0,1,1,0.0,1,0,0,6,1.16,4.5
20264,0.5581106265512472,2,1.4288539755386866,0,1,0,1,1.0,1,1,0.0,1,0,0,2,1.38,3.0
38030,0.19802544836217253,9,1.3401049786505161,0,1,0,0,0.5,1,1,0.5,1,1,0,13,1.44,2.62
31190,0.23782951347935782,4,1.183278213083103,0,1,0,0,1.0,1,1,0.0,1,0,0,4,1.66,2.1
38222,0.23699447183691388,4,1.1514547700424898,0,1,0,1,0.5,1,0,0.0,0,1,1,5,1.72,2.0
37736,0.1860368755170824,0,1.595275598621596,0,0,1,0,0.5,1,1,0.5,1,0,1,0,1.28,3.75
10815,0.36926937306885504,2,1.2992829841302609,0,1,0,0,1.0,1,1,0.0,1,0,0,2,1.5,2.5
19837,0.35295612386476116,5,1.2992829841302609,1,0,0,1,0.5,1,1,0.0,0,0,0,6,1.5,2.5
9526,0.29401410379520604,4,1.6636776813710972,0,1,0,0,1.0,1,1,0.0,1,0,0,4,1.22,4.0
31626,0.25433477814404226,7,1.4364841056437456,0,1,0,1,0.5,1,1,0.5,1,1,1,8,1.36,3.0
5714,0.36067376022224085,13,2.0022101937438457,0,1,0,0,0.5,1,1,0.5,1,0,1,13,1.11,6.0
30320,0.9102392266268373,5,3.02662276057333,0,0,1,1,1.0,1,1,0.0,1,0,0,5,1.02,19.0
27971,0.35295612386476116,12,1.842190322854947,1,0,0,0,1.0,1,1,0.0,1,0,0,12,1.16,5.0
30319,0.30692767643013485,10,1.4914668891843443,0,0,1,1,0.5,1,1,0.0,1,0,0,10,1.33,3.25
35831,0.3396232718951086,3,1.6486586255873816,0,1,0,0,0.5,0,1,0.0,0,0,0,3,1.25,4.0
16525,0.36067376022224085,2,1.233469765560689,0,1,0,1,0.5,1,0,0.0,0,0,0,2,1.57,2.25
19349,0.2071116448532039,12,1.3773256911371303,0,1,0,0,0.5,1,0,0.0,0,0,0,12,1.4,2.75
38977,0.2729584204093974,7,1.290330372858147,0,1,0,0,0.5,1,1,0.0,1,0,0,7,1.53,2.5
34091,0.33380820069533407,5,1.3208665557974355,0,1,0,1,0.5,1,1,0.0,1,0,0,5,1.5,2.62
37916,0.318928988903801,12,1.749199854809259,0,0,1,0,1.0,1,1,0.0,1,0,0,12,1.2,4.5
34218,0.24136313830927508,6,1.4364841056437456,0,1,0,0,0.5,1,1,1.0,1,0,0,7,1.36,3.0
30076,0.4170323914242463,7,1.9205280757838963,1,0,0,1,1.0,1,1,0.0,1,0,0,7,1.14,5.5
26845,0.29120667621996243,6,1.4914668891843443,1,0,0,1,1.0,1,1,0.0,1,0,0,6,1.33,3.25
29219,0.31465798044412485,12,1.6094379124341003,0,1,0,0,0.5,1,1,0.0,1,0,0,12,1.25,3.75
26779,0.2769378934088574,13,2.12389330425067,0,1,0,0,1.0,1,1,0.0,1,0,0,13,1.1,7.0
34916,0.24842549839846914,5,1.4364841056437456,1,0,0,0,0.5,1,1,0.0,1,0,0,6,1.36,3.0
38084,0.36067376022224085,5,1.749199854809259,0,1,0,1,0.5,1,1,0.0,1,0,0,6,1.2,4.5
16903,0.20576925955053368,6,1.233469765560689,0,1,0,0,0.5,1,1,1.0,1,0,0,9,1.57,2.25
5924,0.2530848692773169,5,1.5686159179138452,0,0,1,0,0.5,1,1,1.0,1,0,0,5,1.25,3.5
31780,0.23090777506376875,1,1.183278213083103,1,0,0,0,0.5,1,1,0.5,1,1,1,1,1.66,2.1
23766,0.2211514277946646,0,1.3773256911371303,0,1,0,0,0.5,1,1,0.5,1,1,1,0,1.4,2.75
245,0.32351545314867247,6,1.1499634852588554,1,0,0,0,0.5,1,1,0.5,1,1,1,6,1.727,2.0
5483,0.20038343021591398,3,1.1169614273363062,1,0,0,0,0.5,1,1,0.5,1,0,0,4,1.8,1.9
5324,0.7213475204444817,12,2.254011274187907,0,1,0,1,0.5,1,1,0.0,0,0,0,12,1.063,8.0
32712,0.25562221863533147,2,1.0986122886681098,0,0,1,0,0.5,1,1,0.5,1,1,0,3,1.83,1.83
22074,0.31066746727980593,12,1.4914668891843443,1,0,0,1,0.5,1,1,0.0,0,0,0,12,1.33,3.25
21459,0.25831776680732876,7,1.9330730022946325,0,0,1,0,0.5,1,1,1.0,1,0,0,7,1.12,5.5
21412,0.23161615589971676,1,1.6636776813710972,0,0,1,1,1.0,1,1,0.0,1,0,0,1,1.22,4.0
38803,0.28599966750267436,8,1.995671658614377,0,1,0,1,0.5,1,1,1.0,1,0,1,5,1.12,6.0
8800,0.9102392266268373,2,2.5482189292023274,0,1,0,1,1.0,1,1,1.0,1,0,0,2,1.02,11.0
11731,0.9102392266268373,10,2.9444389791664403,0,1,0,0,1.0,1,1,0.5,1,0,0,11,1.0,17.0
19780,0.43429448190325176,13,2.6951595912711324,0,1,0,0,0.5,1,1,1.0,1,0,0,13,1.015,13.0
26014,0.24325728130826463,1,1.233469765560689,0,1,0,0,0.5,1,1,0.0,1,0,0,2,1.57,2.25
28676,0.22168724132403095,11,1.0986122886681098,0,1,0,0,0.5,1,1,0.0,0,1,0,12,1.83,1.83
18797,0.5138983423697507,2,1.290330372858147,0,1,0,0,0.5,1,1,1.0,1,0,0,2,1.53,2.5
13811,0.30692767643013485,9,2.0022101937438457,1,0,0,0,0.5,1,1,1.0,1,1,0,9,1.11,6.0
25916,0.45511961331341866,2,1.2138616364551833,0,1,0,0,0.5,0,1,0.0,0,0,0,2,1.61,2.2
5277,0.23868315209103041,13,1.5686159179138452,0,1,0,0,0.5,1,1,1.0,1,1,1,12,1.25,3.5
707,0.25562221863533147,1,1.1185964535884605,0,1,0,1,0.5,1,0,0.0,0,0,0,1,1.8,1.909
16047,0.29401410379520604,13,2.1982624601486394,0,0,1,0,0.5,1,1,0.0,0,0,0,13,1.07,7.5
14527,0.5138983423697507,8,1.529395204760564,1,0,0,0,0.5,1,0,0.0,0,0,1,6,1.3,3.4
29917,0.5138983423697507,2,1.9205280757838963,1,0,0,1,1.0,1,1,0.0,1,0,0,2,1.14,5.5
30034,0.6213349345596119,13,3.4154740680188382,1,0,0,0,0.5,1,1,0.0,1,0,0,13,1.02,29.0
2524,0.4170323914242463,10,1.6626606045653245,0,0,1,0,0.5,1,1,0.0,1,0,0,10,1.222,4.0
59,0.21443402172070247,13,1.2667362676141112,0,0,1,0,0.5,1,1,0.0,0,0,0,13,1.533,2.375
11067,0.2452460618098304,5,1.4482449499814292,0,1,0,0,0.5,1,0,0.0,0,1,1,6,1.33,3.0
1419,0.30692767643013485,13,1.767473800388681,0,1,0,1,0.5,1,1,0.0,0,0,0,13,1.167,4.5
10597,0.20961352064055247,1,1.2992829841302609,1,0,0,1,1.0,1,1,0.0,1,0,0,1,1.5,2.5
16151,0.30692767643013485,11,1.6094379124341003,0,0,1,0,1.0,1,1,0.0,1,0,0,11,1.25,3.75
7260,0.267546386419054,2,1.233469765560689,1,0,0,0,0.5,1,1,0.0,1,0,0,2,1.57,2.25
25405,0.4170323914242463,12,2.4523304793533875,0,1,0,1,0.5,1,1,0.0,0,0,0,12,1.04,10.0
10769,0.3789231816899512,8,1.8541025998021905,0,1,0,1,1.0,1,1,1.0,1,0,0,8,1.14,5.0
16321,0.26269731101386307,3,1.233469765560689,0,0,1,1,0.5,1,1,0.0,0,0,0,3,1.57,2.25
33199,0.21357795232369067,0,1.4364841056437456,0,1,0,0,0.5,1,1,1.0,1,0,0,0,1.36,3.0
925,0.28599966750267436,2,1.1185964535884605,0,1,0,0,0.5,1,1,0.0,0,0,1,2,1.8,1.909
1362,0.2239186238120062,0,1.233204014336522,0,0,1,0,1.0,1,1,0.0,1,0,0,1,1.571,2.25
36267,0.45511961331341866,1,1.2015602579205522,0,1,0,0,0.5,1,0,0.0,0,0,0,2,1.66,2.2
29495,0.9102392266268373,3,2.2414974010142075,0,1,0,1,1.0,1,1,0.0,1,0,0,3,1.08,8.0
28779,0.48089834696298783,4,2.0612592225966457,0,1,0,1,1.0,1,1,0.0,1,0,0,4,1.11,6.5
33358,0.209243389805969,13,1.842190322854947,0,1,0,0,0.5,1,1,1.0,1,1,0,13,1.16,5.0
35200,0.267546386419054,7,1.842190322854947,0,0,1,0,0.5,1,1,0.0,0,1,0,7,1.16,5.0
30275,0.20511990258137494,1,1.4364841056437456,0,0,1,0,0.5,1,1,1.0,1,0,0,1,1.36,3.0
18254,0.318928988903801,13,2.2562447557353433,0,1,0,1,1.0,1,1,0.0,1,0,0,13,1.06,8.0
3575,0.30692767643013485,8,1.3773256911371303,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.4,2.75
17550,0.25694917118487537,1,1.4914668891843443,1,0,0,1,1.0,1,1,0.0,1,0,0,1,1.33,3.25
20888,0.26269731101386307,1,1.183278213083103,1,0,0,0,0.5,1,0,0.0,0,0,1,1,1.66,2.1
21888,0.19802544836217253,0,1.3401049786505161,1,0,0,0,0.5,1,0,0.0,0,1,0,3,1.44,2.62
18974,0.20065789214663352,0,1.3401049786505161,0,1,0,0,0.5,1,1,1.0,1,1,1,0,1.44,2.62
2144,0.29120667621996243,5,1.6094379124341003,1,0,0,0,0.5,1,1,0.5,1,1,1,2,1.25,3.75
2167,0.3459762562611936,3,1.0986122886681098,1,0,0,0,0.5,1,1,0.0,1,0,0,3,1.833,1.833
17803,0.22953106112437666,3,1.1514547700424898,0,0,1,0,0.5,1,1,0.0,0,0,0,3,1.72,2.0
38937,0.2729584204093974,13,2.6741486494265287,0,1,0,1,0.5,1,1,1.0,1,0,1,13,1.04,13.0
21620,0.32351545314867247,12,1.9330730022946325,0,0,1,0,0.5,1,1,0.5,1,1,0,12,1.12,5.5
15058,0.2769378934088574,1,1.1514547700424898,0,1,0,0,0.5,1,1,1.0,1,1,0,1,1.72,2.0
34530,0.2222316216158104,0,1.2992829841302609,1,0,0,0,0.5,1,0,0.0,0,0,1,0,1.5,2.5
28631,0.21113980144539465,1,1.1514547700424898,0,1,0,0,0.5,1,1,0.5,1,0,1,0,1.72,2.0
24413,0.20207082625776437,0,1.183278213083103,0,1,0,1,0.5,1,1,0.0,0,0,1,0,1.66,2.1
39122,0.23459420572161058,8,1.1169614273363062,1,0,0,1,0.5,1,1,1.0,1,0,0,8,1.8,1.9
16327,0.43429448190325176,12,2.1982624601486394,0,0,1,0,0.5,1,1,1.0,1,0,0,12,1.07,7.5
28726,0.2749075777424936,5,1.842190322854947,0,1,0,0,0.5,1,0,0.0,0,1,0,5,1.16,5.0
21961,0.2835784920513334,7,1.4364841056437456,1,0,0,0,0.5,1,1,0.0,1,0,0,7,1.36,3.0
2205,0.45511961331341866,10,2.460335389057495,1,0,0,0,0.5,0,1,0.0,0,0,0,10,1.03,10.0
28436,0.2835784920513334,9,1.3773256911371303,0,1,0,0,0.5,1,1,0.0,0,0,0,9,1.4,2.75
19499,0.30692767643013485,5,1.6636776813710972,0,0,1,0,0.5,1,1,0.0,1,0,0,5,1.22,4.0
34243,0.24842549839846914,12,1.5548497221496973,0,1,0,0,0.5,1,1,0.0,1,0,0,12,1.28,3.5
29133,0.2710850306818168,5,1.7601930032602204,0,1,0,0,0.5,1,1,0.0,0,0,0,5,1.18,4.5
36750,0.3898712452512801,10,2.2414974010142075,0,1,0,1,1.0,1,1,0.0,1,1,0,11,1.08,8.0
25327,0.22569202144874392,12,1.1169614273363062,1,0,0,0,0.5,1,1,1.0,1,0,0,12,1.8,1.9
11943,0.6213349345596119,3,1.3634663285636899,0,1,0,1,0.5,0,1,0.0,0,0,0,3,1.44,2.75
13520,0.2611892565642242,3,1.380884068391643,1,0,0,0,0.5,1,0,0.0,0,0,1,3,1.39,2.75
12766,0.24954251462921184,5,1.2666713985415,0,1,0,0,0.5,1,0,0.0,0,0,0,6,1.53,2.37
16973,0.23699447183691388,10,1.2138616364551833,1,0,0,0,0.5,1,1,0.0,0,0,0,10,1.61,2.2
37231,0.26425736993644544,4,1.2666713985415,1,0,0,1,0.5,1,1,0.5,1,1,0,6,1.53,2.37
17589,0.5581106265512472,10,2.690910691225514,1,0,0,0,0.5,1,1,0.5,1,1,1,10,1.02,13.0
6677,0.23090777506376875,3,1.2138616364551833,1,0,0,0,0.5,1,1,0.5,1,1,1,3,1.61,2.2
32755,0.19931118704250333,0,1.7601930032602204,0,0,1,0,0.5,1,0,0.0,0,0,0,1,1.18,4.5
12328,0.23459420572161058,5,1.183278213083103,0,1,0,0,0.5,1,1,0.5,1,1,0,6,1.66,2.1
19524,0.3789231816899512,7,1.6094379124341003,0,1,0,0,1.0,1,1,0.0,1,0,0,7,1.25,3.75
32319,0.6213349345596119,5,1.529395204760564,1,0,0,1,1.0,1,1,0.0,1,0,0,5,1.3,3.4
1522,0.29120667621996243,9,1.7246992527691893,1,0,0,0,0.5,1,1,0.0,1,0,0,9,1.2,4.333
19698,0.21274421382066935,0,1.2666713985415,1,0,0,0,0.5,1,1,0.0,1,0,0,1,1.53,2.37
6446,0.30341307554227914,10,1.2992829841302609,0,0,1,0,0.5,1,1,0.5,1,0,1,8,1.5,2.5
4290,0.5581106265512472,8,1.4364841056437456,0,1,0,0,0.5,1,1,0.5,1,1,1,7,1.36,3.0
14351,0.2201045822301589,3,1.1169614273363062,0,0,1,0,0.5,1,0,0.0,0,0,0,4,1.8,1.9
12550,0.30692767643013485,9,1.183278213083103,1,0,0,0,0.5,1,1,0.0,0,0,0,9,1.66,2.1
28723,0.269282508064391,2,1.233469765560689,0,1,0,1,0.5,1,1,0.5,1,0,0,3,1.57,2.25
22680,0.43429448190325176,13,2.82443879229206,0,1,0,0,0.5,1,1,1.0,1,0,0,13,1.01,15.0
4591,0.4170323914242463,9,1.767473800388681,1,0,0,0,0.5,1,1,1.0,1,1,1,8,1.167,4.5
13761,0.2162174871877535,1,1.1514547700424898,1,0,0,0,0.5,1,1,1.0,1,0,0,1,1.72,2.0
25477,0.23617733727628992,13,1.6094379124341003,0,1,0,0,0.5,1,1,1.0,1,0,0,13,1.25,3.75
14530,0.29401410379520604,6,1.5548497221496973,1,0,0,1,0.5,1,1,0.0,1,0,0,6,1.28,3.5
16970,0.6213349345596119,5,1.529395204760564,0,1,0,0,0.5,1,1,0.0,1,0,0,5,1.3,3.4
6621,0.2518706487516997,3,1.2992829841302609,1,0,0,1,0.5,1,1,0.0,0,0,0,3,1.5,2.5
915,0.4170323914242463,11,1.767473800388681,0,1,0,0,0.5,1,1,1.0,1,1,1,11,1.167,4.5
27034,0.40242960438184466,3,1.5548497221496973,0,1,0,0,0.5,1,1,0.0,0,0,0,3,1.28,3.5
35373,0.190204637234765,13,1.233469765560689,1,0,0,0,0.5,1,0,0.0,0,1,0,13,1.57,2.25
118,0.2835784920513334,12,1.767473800388681,0,0,1,0,1.0,1,1,0.0,1,1,0,12,1.167,4.5
10548,0.2103673139243114,9,1.4134945874190472,1,0,0,0,0.5,1,1,0.5,1,1,1,9,1.36,2.87
12801,0.2282049114186687,2,1.3401049786505161,0,1,0,0,0.5,1,1,0.5,1,0,1,1,1.44,2.62
27670,0.23537745555238682,7,1.0986122886681098,0,0,1,0,0.5,1,0,0.0,0,0,0,7,1.83,1.83
23838,0.318928988903801,5,1.5548497221496973,0,1,0,0,1.0,1,1,0.0,1,0,0,5,1.28,3.5
28509,0.267546386419054,4,1.4364841056437456,0,1,0,0,0.5,1,0,0.0,0,0,1,3,1.36,3.0
26202,0.2506903984389969,0,1.1169614273363062,0,1,0,0,0.5,1,1,0.0,1,0,0,0,1.8,1.9
4407,0.2835784920513334,1,1.2126041772712242,1,0,0,0,0.5,1,1,0.5,1,0,1,1,1.615,2.2
36096,0.22953106112437666,8,1.3773256911371303,0,1,0,0,0.5,1,0,0.0,0,0,0,8,1.4,2.75
3411,0.2422988705246811,8,1.1499634852588554,0,0,1,0,0.5,0,1,0.0,0,0,0,8,1.727,2.0
31124,0.3789231816899512,13,2.2414974010142075,0,1,0,0,1.0,1,1,0.0,1,0,0,13,1.08,8.0
1187,0.2835784920513334,3,1.0986122886681098,0,1,0,0,0.5,1,0,0.0,0,1,0,4,1.833,1.833
32020,0.9102392266268373,9,2.6741486494265287,0,1,0,1,1.0,1,1,0.0,1,0,0,9,1.04,13.0
